recall_id,organization,product_name,issue,category,updated_at,data_received_at,issue_category
65785,Transport Canada,Truck - Med. & H.D. recalled by NAVISTAR,Electrical,Truck - Med. & H.D.,2021-02-23,2023-11-14 03:12:49.171373,Vehicles
62104,Health Canada,,Product safety,Biologic or vaccine,2021-02-22,2023-11-14 03:12:49.171373,Health product
62102,Health Canada,,Product safety,Natural health products - Homeopathic Medicine,2021-02-22,2023-11-14 03:12:49.171373,Health product
66388,Transport Canada,Bus recalled by LION BUS,Steering,Bus,2021-02-22,2023-11-14 03:12:49.171373,Vehicles
66413,Transport Canada,Car recalled by MERCEDES-BENZ,Visual System,Car,2021-02-22,2023-11-14 03:12:49.171373,Vehicles
62218,Canadian Food Inspection Agency,,Sulphites,,2021-02-20,2023-11-14 03:12:49.171373,Food
62219,Canadian Food Inspection Agency,,Wheat,,2021-02-20,2023-11-14 03:12:49.171373,Food
62092,Health Canada,,Medical devices,Medical device,2021-02-19,2023-11-14 03:12:49.171373,Health product
62091,Health Canada,,"COVID, Medical devices",Medical device,2021-02-19,2023-11-14 03:12:49.171373,Health product
65792,Transport Canada,Car recalled by BMW,Brakes,"Car, Vehicles - SUV",2021-02-19,2023-11-14 03:12:49.171373,Vehicles
62101,Health Canada,,,Drugs,2021-02-19,2023-11-14 03:12:49.171373,Health product
62093,Health Canada,,Medical devices,Medical device,2021-02-19,2023-11-14 03:12:49.171373,Health product
62096,Health Canada,,Medical devices,Medical device,2021-02-19,2023-11-14 03:12:49.171373,Health product
62095,Health Canada,,Medical devices,Medical device,2021-02-19,2023-11-14 03:12:49.171373,Health product
62094,Health Canada,,Medical devices,Medical device,2021-02-19,2023-11-14 03:12:49.171373,Health product
65891,Transport Canada,Car recalled by BMW,Electrical,"Car, Vehicles - SUV",2021-02-19,2023-11-14 03:12:49.171373,Vehicles
62217,Canadian Food Inspection Agency,,,,2021-02-19,2023-11-14 03:12:49.171373,Food
65794,Transport Canada,SUV recalled by GENERAL MOTORS,Fuel Supply,SUV,2021-02-19,2023-11-14 03:12:49.171373,Vehicles
65795,Transport Canada,Bus recalled by MOTOR COACH INDUSTRIES,Electrical,Bus,2021-02-19,2023-11-14 03:12:49.171373,Vehicles
62216,Canadian Food Inspection Agency,,Egg,,2021-02-19,2023-11-14 03:12:49.171373,Food
65808,Transport Canada,Car recalled by MERCEDES-BENZ,Seats And Restraints,Car,2021-02-19,2023-11-14 03:12:49.171373,Vehicles
62099,Health Canada,,,"Drugs, Health product - Natural health products",2021-02-18,2023-11-14 03:12:49.171373,Health product
62100,Health Canada,,Chemical hazard,Clothing and accessories,2021-02-18,2023-11-14 03:12:49.171373,Consumer products
65834,Transport Canada,Light Truck & Van recalled by INKAS,Label,Light Truck & Van,2021-02-18,2023-11-14 03:12:49.171373,Vehicles
65798,Transport Canada,Truck - Med. & H.D. recalled by SPARTAN FIRE,Structure,Truck - Med. & H.D.,2021-02-18,2023-11-14 03:12:49.171373,Vehicles
62097,Health Canada,,,"Drugs, Health product - Natural health products - Homeopathic Medicine",2021-02-18,2023-11-14 03:12:49.171373,Health product
62052,Health Canada,,Electrical hazard,Household items,2021-02-17,2023-11-14 03:12:49.171373,Consumer product
62089,Health Canada,,,Outdoor living,2021-02-17,2023-11-14 03:12:49.171373,Consumer product
62090,Health Canada,,Electrical hazard,"Appliances, Consumer product - Household items",2021-02-17,2023-11-14 03:12:49.171373,Consumer product
65807,Transport Canada,Car recalled by BMW,Powertrain,Car,2021-02-15,2023-11-14 03:12:49.171373,Vehicles
62673,Canadian Food Inspection Agency,,Extraneous Material,,2021-02-15,2023-11-14 03:12:49.171373,Food
65800,Transport Canada,SUV recalled by MERCEDES-BENZ,Airbag,SUV,2021-02-15,2023-11-14 03:12:49.171373,Vehicles
65801,Transport Canada,SUV recalled by MERCEDES-BENZ,Label,SUV,2021-02-15,2023-11-14 03:12:49.171373,Vehicles
62076,Health Canada,,,Other,2021-02-12,2023-11-14 03:12:49.171373,Consumer product
62083,Health Canada,,Medical devices,Medical device,2021-02-12,2023-11-14 03:12:49.171373,Health product
62088,Health Canada,,,"Drugs, Health product - Natural health products",2021-02-12,2023-11-14 03:12:49.171373,Health product
62086,Health Canada,,,Electronics,2021-02-12,2023-11-14 03:12:49.171373,Consumer product
62085,Health Canada,,Medical devices,Medical device,2021-02-12,2023-11-14 03:12:49.171373,Health product
62081,Health Canada,,"COVID, Medical devices",Medical device,2021-02-12,2023-11-14 03:12:49.171373,Health product
62084,Health Canada,,Medical devices,Medical device,2021-02-12,2023-11-14 03:12:49.171373,Health product
62079,Health Canada,,Medical devices,Medical device,2021-02-12,2023-11-14 03:12:49.171373,Health product
62080,Health Canada,,Medical devices,Medical device,2021-02-12,2023-11-14 03:12:49.171373,Health product
62082,Health Canada,,Medical devices,Medical device,2021-02-12,2023-11-14 03:12:49.171373,Health product
65833,Transport Canada,Car recalled by VOLKSWAGEN,Airbag,Car,2021-02-11,2023-11-14 03:12:49.171373,Vehicles
65804,Transport Canada,Motorcycle recalled by BMW,Electrical,Motorcycle,2021-02-11,2023-11-14 03:12:49.171373,Vehicles
65825,Transport Canada,Light Truck & Van recalled by GENERAL MOTORS,Airbag,"Light Truck & Van, Vehicles - SUV",2021-02-11,2023-11-14 03:12:49.171373,Vehicles
65816,Transport Canada,SUV recalled by BMW,Steering,SUV,2021-02-11,2023-11-14 03:12:49.171373,Vehicles
65810,Transport Canada,Car recalled by MERCEDES-BENZ,Seats And Restraints,Car,2021-02-11,2023-11-14 03:12:49.171373,Vehicles
65823,Transport Canada,Light Truck & Van recalled by GENERAL MOTORS,Airbag,"Light Truck & Van, Vehicles - SUV",2021-02-11,2023-11-14 03:12:49.171373,Vehicles
65803,Transport Canada,Light Truck & Van recalled by MERCEDES-BENZ,Electrical,Light Truck & Van,2021-02-11,2023-11-14 03:12:49.171373,Vehicles
62075,Health Canada,,Fire hazard,"Household items, Consumer product - Tools and accessories",2021-02-11,2023-11-14 03:12:49.171373,Consumer product
65814,Transport Canada,Car recalled by KIA,Engine,"Car, Vehicles - SUV",2021-02-10,2023-11-14 03:12:49.171373,Vehicles
62072,Health Canada,,,Sports and fitness,2021-02-10,2023-11-14 03:12:49.171373,Consumer product
62078,Health Canada,,,Cannabis,2021-02-10,2023-11-14 03:12:49.171373,Consumer product
62214,Canadian Food Inspection Agency,,Listeria,,2021-02-10,2023-11-14 03:12:49.171373,Food
65955,Transport Canada,Car recalled by KIA,Engine,Car,2021-02-10,2023-11-14 03:12:49.171373,Vehicles
62071,Health Canada,,,Household items,2021-02-09,2023-11-14 03:12:49.171373,Consumer product
62074,Health Canada,,"COVID, Product safety",Biologic or vaccine,2021-02-09,2023-11-14 03:12:49.171373,Health product
62077,Health Canada,,Medical devices,Medical device,2021-02-09,2023-11-14 03:12:49.171373,Health product
62070,Health Canada,,COVID,Chemicals,2021-02-08,2023-11-14 03:12:49.171373,Consumer product
62067,Health Canada,,,Chemicals,2021-02-08,2023-11-14 03:12:49.171373,Consumer product
62215,Canadian Food Inspection Agency,,,Other,2021-02-08,2023-11-14 03:12:49.171373,Food
62087,Health Canada,,Product safety,Drugs,2021-02-05,2023-11-14 03:12:49.171373,Health product
62056,Health Canada,,Medical devices,Medical device,2021-02-05,2023-11-14 03:12:49.171373,Health product
62059,Health Canada,,Medical devices,Medical device,2021-02-05,2023-11-14 03:12:49.171373,Health product
62055,Health Canada,,Medical devices,Medical device,2021-02-05,2023-11-14 03:12:49.171373,Health product
62053,Health Canada,,"COVID, Medical devices",Medical device,2021-02-05,2023-11-14 03:12:49.171373,Health product
62065,Health Canada,,Labelling and packaging,Cannabis,2021-02-05,2023-11-14 03:12:49.171373,Consumer product
62063,Health Canada,,Medical devices,Medical device,2021-02-05,2023-11-14 03:12:49.171373,Health product
62062,Health Canada,,Medical devices,Medical device,2021-02-05,2023-11-14 03:12:49.171373,Health product
62061,Health Canada,,Medical devices,Medical device,2021-02-05,2023-11-14 03:12:49.171373,Health product
62060,Health Canada,,Medical devices,Medical device,2021-02-05,2023-11-14 03:12:49.171373,Health product
66797,Transport Canada,Snowmobile recalled by BOMBARDIER RECREATIONAL PRODUCTS,Engine,Snowmobile,2021-02-05,2023-11-14 03:12:49.171373,Vehicles
62058,Health Canada,,Medical devices,Medical device,2021-02-05,2023-11-14 03:12:49.171373,Health product
62057,Health Canada,,Medical devices,Medical device,2021-02-05,2023-11-14 03:12:49.171373,Health product
62054,Health Canada,,Medical devices,Medical device,2021-02-05,2023-11-14 03:12:49.171373,Health product
63507,Health Canada,,Medical devices,Medical device,2021-02-05,2023-11-14 03:12:49.171373,Health product
66940,Transport Canada,Snowmobile recalled by BOMBARDIER RECREATIONAL PRODUCTS,Fuel Supply,Snowmobile,2021-02-05,2023-11-14 03:12:49.171373,Vehicles
62068,Health Canada,,,Natural health products,2021-02-05,2023-11-14 03:12:49.171373,Health products
62069,Health Canada,,Product safety,Drugs,2021-02-04,2023-11-14 03:12:49.171373,Health product
62073,Health Canada,,Product safety,Drugs,2021-02-04,2023-11-14 03:12:49.171373,Health product
62064,Health Canada,,,Household items,2021-02-04,2023-11-14 03:12:49.171373,Consumer product
65818,Transport Canada,SUV recalled by VOLKSWAGEN,Steering,SUV,2021-02-04,2023-11-14 03:12:49.171373,Vehicles
65819,Transport Canada,Car recalled by VOLKSWAGEN,Seats And Restraints,"Car, Vehicles - SUV",2021-02-04,2023-11-14 03:12:49.171373,Vehicles
62037,Health Canada,Victory and Protexus Lithium-ion Battery Packs for Electrostatic Sprayers,Fire hazard,Tools and accessories,2021-02-03,2023-11-14 03:12:49.171373,Consumer product
62212,Canadian Food Inspection Agency,,,,2021-02-03,2023-11-14 03:12:49.171373,Food
66790,Transport Canada,Car recalled by MAZDA,Structure,Car,2021-02-03,2023-11-14 03:12:49.171373,Vehicles
66877,Transport Canada,Motorhome recalled by THOR INDUSTRIES,Structure,Motorhome,2021-02-03,2023-11-14 03:12:49.171373,Vehicles
65948,Transport Canada,Motorcycle recalled by KAWASAKI,Powertrain,Motorcycle,2021-02-03,2023-11-14 03:12:49.171373,Vehicles
66027,Transport Canada,Light Truck & Van recalled by FORD,Structure,Light Truck & Van,2021-02-02,2023-11-14 03:12:49.171373,Vehicles
62038,Health Canada,,,Clothing and accessories,2021-02-02,2023-11-14 03:12:49.171373,Consumer products
65829,Transport Canada,Truck - Med. & H.D. recalled by SPARTAN FIRE,Accessories,Truck - Med. & H.D.,2021-02-02,2023-11-14 03:12:49.171373,Vehicles
65953,Transport Canada,SUV recalled by FORD,Powertrain,SUV,2021-02-02,2023-11-14 03:12:49.171373,Vehicles
66271,Transport Canada,Bus recalled by BLUE BIRD,Fuel Supply,Bus,2021-02-02,2023-11-14 03:12:49.171373,Vehicles
66462,Transport Canada,A.T.V. recalled by KAWASAKI,Engine,A.T.V.,2021-02-02,2023-11-14 03:12:49.171373,Vehicles
66461,Transport Canada,A.T.V. recalled by KAWASAKI,Engine,A.T.V.,2021-02-02,2023-11-14 03:12:49.171373,Vehicles
66410,Transport Canada,A.T.V. recalled by KAWASAKI,Steering,A.T.V.,2021-02-02,2023-11-14 03:12:49.171373,Vehicles
66119,Transport Canada,Car recalled by VOLKSWAGEN,Label,Car,2021-02-02,2023-11-14 03:12:49.171373,Vehicles
66828,Transport Canada,Car recalled by FORD,Suspension,"Car, Vehicles - SUV",2021-02-02,2023-11-14 03:12:49.171373,Vehicles
67593,Transport Canada,Motorhome recalled by GULF STREAM COACH,Lights And Instruments,Motorhome,2021-02-01,2023-11-14 03:12:49.171373,Vehicles
62211,Canadian Food Inspection Agency,,,,2021-02-01,2023-11-14 03:12:49.171373,Food
66729,Transport Canada,Car recalled by BMW,Electrical,Car,2021-02-01,2023-11-14 03:12:49.171373,Vehicles
62208,Canadian Food Inspection Agency,,,,2021-02-01,2023-11-14 03:12:49.171373,Food
66696,Transport Canada,RV Trailer recalled by GULF STREAM COACH,Label,RV Trailer,2021-02-01,2023-11-14 03:12:49.171373,Vehicles
62206,Canadian Food Inspection Agency,,,,2021-02-01,2023-11-14 03:12:49.171373,Food
68501,Transport Canada,Motorhome recalled by GULF STREAM COACH,Accessories,Motorhome,2021-02-01,2023-11-14 03:12:49.171373,Vehicles
62210,Canadian Food Inspection Agency,,Extraneous Material,,2021-02-01,2023-11-14 03:12:49.171373,Food
67556,Transport Canada,SUV recalled by BMW,Steering,SUV,2021-02-01,2023-11-14 03:12:49.171373,Vehicles
62207,Canadian Food Inspection Agency,,Milk,,2021-02-01,2023-11-14 03:12:49.171373,Food
62209,Canadian Food Inspection Agency,,,Other,2021-02-01,2023-11-14 03:12:49.171373,Food
66472,Transport Canada,Truck - Med. & H.D. recalled by PACCAR,Powertrain,Truck - Med. & H.D.,2021-02-01,2023-11-14 03:12:49.171373,Vehicles
62043,Health Canada,,Medical devices,Medical device,2021-01-29,2023-11-14 03:12:49.171373,Health product
62044,Health Canada,,Medical devices,Medical device,2021-01-29,2023-11-14 03:12:49.171373,Health product
62039,Health Canada,,Medical devices,Medical device,2021-01-29,2023-11-14 03:12:49.171373,Health product
62040,Health Canada,,Medical devices,Medical device,2021-01-29,2023-11-14 03:12:49.171373,Health product
62045,Health Canada,,Medical devices,Medical device,2021-01-29,2023-11-14 03:12:49.171373,Health product
62046,Health Canada,,,Cannabis,2021-01-29,2023-11-14 03:12:49.171373,Consumer product
62048,Health Canada,,Product safety,Drugs,2021-01-29,2023-11-14 03:12:49.171373,Health product
62042,Health Canada,,Medical devices,Medical device,2021-01-29,2023-11-14 03:12:49.171373,Health product
66966,Transport Canada,Heavy Trailer recalled by TRAIL KING,Structure,Heavy Trailer,2021-01-29,2023-11-14 03:12:49.171373,Vehicles
62041,Health Canada,,Medical devices,Medical device,2021-01-29,2023-11-14 03:12:49.171373,Health product
66077,Transport Canada,Car recalled by BMW,Lights And Instruments,Car,2021-01-29,2023-11-14 03:12:49.171373,Vehicles
62204,Health Canada,,,Other,2021-01-29,2023-11-14 03:12:49.171373,Food
67114,Transport Canada,Car recalled by MERCEDES-BENZ,Steering,"Car, Vehicles - SUV",2021-01-29,2023-11-14 03:12:49.171373,Vehicles
67109,Transport Canada,Car recalled by MERCEDES-BENZ,Steering,Car,2021-01-29,2023-11-14 03:12:49.171373,Vehicles
70315,Transport Canada,Car recalled by FORD,Powertrain,Car,2021-01-29,2023-11-14 03:12:49.171373,Vehicles
66580,Transport Canada,Car recalled by HYUNDAI,Airbag,Car,2021-01-28,2023-11-14 03:12:49.171373,Vehicles
67085,Transport Canada,Car recalled by HYUNDAI,Engine,"Car, Vehicles - SUV",2021-01-28,2023-11-14 03:12:49.171373,Vehicles
65832,Transport Canada,RV Trailer recalled by KZ  RECREATIONAL VEHICLES,Electrical,RV Trailer,2021-01-28,2023-11-14 03:12:49.171373,Vehicles
62205,Canadian Food Inspection Agency,,Extraneous Material,,2021-01-28,2023-11-14 03:12:49.171373,Food
65839,Transport Canada,SUV recalled by FORD,Powertrain,SUV,2021-01-28,2023-11-14 03:12:49.171373,Vehicles
65835,Transport Canada,RV Trailer recalled by KEYSTONE,Suspension,RV Trailer,2021-01-28,2023-11-14 03:12:49.171373,Vehicles
65827,Transport Canada,Car recalled by SUBARU,Powertrain,Car,2021-01-28,2023-11-14 03:12:49.171373,Vehicles
65840,Transport Canada,SUV recalled by FORD,Visual System,SUV,2021-01-28,2023-11-14 03:12:49.171373,Vehicles
62066,Health Canada,,Product safety,Drugs,2021-01-28,2023-11-14 03:12:49.171373,Health product
62033,Health Canada,,,Clothing and accessories,2021-01-27,2023-11-14 03:12:49.171373,Consumer products
66615,Transport Canada,Motorhome recalled by THOR MOTOR COACH,Label,Motorhome,2021-01-27,2023-11-14 03:12:49.171373,Vehicles
67103,Transport Canada,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Electrical,School Bus,2021-01-27,2023-11-14 03:12:49.171373,Vehicles
67631,Transport Canada,Bus recalled by DAIMLER TRUCK NORTH AMERICA,Seats And Restraints,Bus,2021-01-27,2023-11-14 03:12:49.171373,Vehicles
62201,Canadian Food Inspection Agency,,Listeria,,2021-01-27,2023-11-14 03:12:49.171373,Food
67102,Transport Canada,Bus recalled by DAIMLER TRUCK NORTH AMERICA,Electrical,Bus,2021-01-27,2023-11-14 03:12:49.171373,Vehicles
62034,Health Canada,,,Household items,2021-01-27,2023-11-14 03:12:49.171373,Consumer product
62035,Health Canada,,,Household items,2021-01-27,2023-11-14 03:12:49.171373,Consumer product
66670,Transport Canada,Motorhome recalled by ENTEGRA COACH,Steering,Motorhome,2021-01-26,2023-11-14 03:12:49.171373,Vehicles
66392,Transport Canada,Light Trailer recalled by SMC TRAILERS,Label,Light Trailer,2021-01-26,2023-11-14 03:12:49.171373,Vehicles
66935,Transport Canada,Motorhome recalled by JAYCO,Electrical,Motorhome,2021-01-26,2023-11-14 03:12:49.171373,Vehicles
67280,Transport Canada,Motorhome recalled by JAYCO,Structure,Motorhome,2021-01-26,2023-11-14 03:12:49.171373,Vehicles
67279,Transport Canada,RV Trailer recalled by JAYCO,Lights And Instruments,RV Trailer,2021-01-26,2023-11-14 03:12:49.171373,Vehicles
62202,Canadian Food Inspection Agency,,,,2021-01-26,2023-11-14 03:12:49.171373,Food
66976,Transport Canada,RV Trailer recalled by JAYCO,Structure,RV Trailer,2021-01-26,2023-11-14 03:12:49.171373,Vehicles
66805,Transport Canada,Truck - Med. & H.D. recalled by ISUZU,Steering,Truck - Med. & H.D.,2021-01-26,2023-11-14 03:12:49.171373,Vehicles
62199,Canadian Food Inspection Agency,,Extraneous Material,,2021-01-26,2023-11-14 03:12:49.171373,Food
62051,Health Canada,,Product safety,Drugs,2021-01-26,2023-11-14 03:12:49.171373,Health product
62036,Health Canada,,Medical devices,Medical device,2021-01-26,2023-11-14 03:12:49.171373,Health product
66974,Transport Canada,RV Trailer recalled by JAYCO,Brakes,RV Trailer,2021-01-26,2023-11-14 03:12:49.171373,Vehicles
66936,Transport Canada,Motorhome recalled by ENTEGRA COACH,Electrical,Motorhome,2021-01-26,2023-11-14 03:12:49.171373,Vehicles
66671,Transport Canada,RV Trailer recalled by JAYCO,Structure,RV Trailer,2021-01-26,2023-11-14 03:12:49.171373,Vehicles
66618,Transport Canada,RV Trailer recalled by JAYCO,Structure,RV Trailer,2021-01-26,2023-11-14 03:12:49.171373,Vehicles
66973,Transport Canada,RV Trailer recalled by JAYCO,Fuel Supply,RV Trailer,2021-01-26,2023-11-14 03:12:49.171373,Vehicles
66165,Transport Canada,Car recalled by MERCEDES-BENZ,Brakes,"Car, Vehicles - SUV",2021-01-26,2023-11-14 03:12:49.171373,Vehicles
66048,Transport Canada,Truck - Med. & H.D. recalled by ISUZU,Electrical,Truck - Med. & H.D.,2021-01-26,2023-11-14 03:12:49.171373,Vehicles
67151,Transport Canada,RV Trailer recalled by JAYCO,Suspension,RV Trailer,2021-01-26,2023-11-14 03:12:49.171373,Vehicles
