recall_id,organization,product_name,issue,category,updated_at,data_received_at
68967,Transport Canada,SUV recalled by PORSCHE,Brakes,Vehicles - SUV,2020-05-15,2023-11-14 03:12:49.171373
61247,Health Canada,,,Consumer product - Sports and fitness,2020-05-14,2023-11-14 03:12:49.171373
61243,Health Canada,,,Consumer product - Outdoor living,2020-05-14,2023-11-14 03:12:49.171373
61244,Health Canada,,Fire hazard,Consumer product - Tools and accessories,2020-05-14,2023-11-14 03:12:49.171373
61260,Health Canada,,Product safety,Health product - Drugs,2020-05-13,2023-11-14 03:12:49.171373
61656,Canadian Food Inspection Agency,,Milk,Food,2020-05-12,2023-11-14 03:12:49.171373
69279,Transport Canada,Car recalled by HYUNDAI,Engine,Vehicles - Car,2020-05-12,2023-11-14 03:12:49.171373
66325,Transport Canada,SUV recalled by SUBARU,Seats And Restraints,Vehicles - SUV,2020-05-12,2023-11-14 03:12:49.171373
61290,Health Canada,,Product safety,Health product - Drugs - Radiopharmaceuticals,2020-05-11,2023-11-14 03:12:49.171373
61232,Health Canada,,"COVID, Medical devices",Health product - Medical device,2020-05-08,2023-11-14 03:12:49.171373
61223,Health Canada,,Medical devices,Health product - Medical device,2020-05-08,2023-11-14 03:12:49.171373
61657,Canadian Food Inspection Agency,,,Food,2020-05-08,2023-11-14 03:12:49.171373
61224,Health Canada,,Medical devices,Health product - Medical device,2020-05-08,2023-11-14 03:12:49.171373
61226,Health Canada,,Medical devices,Health product - Medical device,2020-05-08,2023-11-14 03:12:49.171373
61227,Health Canada,,Medical devices,Health product - Medical device,2020-05-08,2023-11-14 03:12:49.171373
61228,Health Canada,,Medical devices,Health product - Medical device,2020-05-08,2023-11-14 03:12:49.171373
61229,Health Canada,,Medical devices,Health product - Medical device,2020-05-08,2023-11-14 03:12:49.171373
61230,Health Canada,,Medical devices,Health product - Medical device,2020-05-08,2023-11-14 03:12:49.171373
61231,Health Canada,,Medical devices,Health product - Medical device,2020-05-08,2023-11-14 03:12:49.171373
61233,Health Canada,,Medical devices,Health product - Medical device,2020-05-08,2023-11-14 03:12:49.171373
61235,Health Canada,,Medical devices,Health product - Medical device,2020-05-08,2023-11-14 03:12:49.171373
61234,Health Canada,,Medical devices,Health product - Medical device,2020-05-08,2023-11-14 03:12:49.171373
61236,Health Canada,,Medical devices,Health product - Medical device,2020-05-08,2023-11-14 03:12:49.171373
61237,Health Canada,,Medical devices,Health product - Medical device,2020-05-08,2023-11-14 03:12:49.171373
61238,Health Canada,,Medical devices,Health product - Medical device,2020-05-08,2023-11-14 03:12:49.171373
61239,Health Canada,,Medical devices,Health product - Medical device,2020-05-08,2023-11-14 03:12:49.171373
61240,Health Canada,,Medical devices,Health product - Medical device,2020-05-08,2023-11-14 03:12:49.171373
61241,Health Canada,,Product safety,Health product - Drugs,2020-05-08,2023-11-14 03:12:49.171373
61242,Health Canada,,Product safety,Health product - Drugs,2020-05-08,2023-11-14 03:12:49.171373
61655,Canadian Food Inspection Agency,,Sulphites,Food,2020-05-08,2023-11-14 03:12:49.171373
61654,Canadian Food Inspection Agency,,,Food,2020-05-08,2023-11-14 03:12:49.171373
63411,Health Canada,,Medical devices,Health product - Medical device,2020-05-08,2023-11-14 03:12:49.171373
66270,Transport Canada,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Label,Vehicles - School Bus,2020-05-07,2023-11-14 03:12:49.171373
66702,Transport Canada,Light Truck & Van recalled by MITSUBISHI FUSO,Engine,Vehicles - Light Truck & Van,2020-05-07,2023-11-14 03:12:49.171373
68017,Transport Canada,SUV recalled by MERCEDES-BENZ,Steering,Vehicles - SUV,2020-05-06,2023-11-14 03:12:49.171373
67615,Transport Canada,Car recalled by MERCEDES-BENZ,Engine,Vehicles - Car,2020-05-06,2023-11-14 03:12:49.171373
67594,Transport Canada,Light Truck & Van recalled by MERCEDES-BENZ,Structure,Vehicles - Light Truck & Van,2020-05-06,2023-11-14 03:12:49.171373
66355,Transport Canada,Light Truck & Van recalled by MERCEDES-BENZ,Tires,Vehicles - Light Truck & Van,2020-05-06,2023-11-14 03:12:49.171373
67967,Transport Canada,Minivan recalled by MERCEDES-BENZ,Wheels,Vehicles - Minivan,2020-05-06,2023-11-14 03:12:49.171373
66275,Transport Canada,Motorcycle recalled by PIAGGIO GROUP,Brakes,Vehicles - Motorcycle,2020-05-05,2023-11-14 03:12:49.171373
66879,Transport Canada,Car recalled by FORD,Powertrain,Vehicles - Car,2020-05-05,2023-11-14 03:12:49.171373
63504,Canadian Food Inspection Agency,,Mustard,Food,2020-05-05,2023-11-14 03:12:49.171373
66532,Transport Canada,Light Truck & Van recalled by FORD,Lights And Instruments,Vehicles - Light Truck & Van,2020-05-04,2023-11-14 03:12:49.171373
67418,Transport Canada,Equipment recalled by MACPEK,Wheels,Vehicles - Equipment,2020-05-04,2023-11-14 03:12:49.171373
66516,Transport Canada,SUV recalled by FORD,Fuel Supply,Vehicles - SUV,2020-05-04,2023-11-14 03:12:49.171373
66499,Transport Canada,Light Truck & Van recalled by FORD,Seats And Restraints,Vehicles - Light Truck & Van,2020-05-04,2023-11-14 03:12:49.171373
66552,Transport Canada,Light Truck & Van recalled by FORD,Lights And Instruments,Vehicles - Light Truck & Van,2020-05-04,2023-11-14 03:12:49.171373
66680,Transport Canada,Light Truck & Van recalled by FORD,Seats And Restraints,"Vehicles - Light Truck & Van, Vehicles - SUV",2020-05-04,2023-11-14 03:12:49.171373
66389,Transport Canada,Light Truck & Van recalled by FORD,Lights And Instruments,Vehicles - Light Truck & Van,2020-05-04,2023-11-14 03:12:49.171373
66273,Transport Canada,Motorhome recalled by TIFFIN,Brakes,Vehicles - Motorhome,2020-05-04,2023-11-14 03:12:49.171373
66695,Transport Canada,Car recalled by VITRO,Other,"Vehicles - Car, Vehicles - Light Truck & Van, Vehicles - Minivan, Vehicles - SUV, Vehicles - Truck - Med. & H.D.",2020-05-04,2023-11-14 03:12:49.171373
67048,Transport Canada,Bus recalled by MOTOR COACH INDUSTRIES,Structure,Vehicles - Bus,2020-05-01,2023-11-14 03:12:49.171373
66357,Transport Canada,Car recalled by VOLKSWAGEN,Electrical,Vehicles - Car,2020-05-01,2023-11-14 03:12:49.171373
61225,Health Canada,,Product safety,Health product - Natural health products,2020-05-01,2023-11-14 03:12:49.171373
61653,Canadian Food Inspection Agency,,,Food - Other,2020-05-01,2023-11-14 03:12:49.171373
63501,Canadian Food Inspection Agency,,Salmonella,Food,2020-04-30,2023-11-14 03:12:49.171373
66287,Transport Canada,Heavy Trailer recalled by HYUNDAI TRANSLEAD,Brakes,Vehicles - Heavy Trailer,2020-04-30,2023-11-14 03:12:49.171373
66292,Transport Canada,SUV recalled by FORD,Seats And Restraints,Vehicles - SUV,2020-04-30,2023-11-14 03:12:49.171373
66502,Transport Canada,Car recalled by VOLKSWAGEN,Lights And Instruments,Vehicles - Car,2020-04-30,2023-11-14 03:12:49.171373
66426,Transport Canada,Light Truck & Van recalled by GENERAL MOTORS,Brakes,Vehicles - Light Truck & Van,2020-04-30,2023-11-14 03:12:49.171373
63503,Canadian Food Inspection Agency,,,Food,2020-04-30,2023-11-14 03:12:49.171373
63502,Canadian Food Inspection Agency,,,Food,2020-04-29,2023-11-14 03:12:49.171373
66282,Transport Canada,Car recalled by MCLAREN,Fuel Supply,Vehicles - Car,2020-04-29,2023-11-14 03:12:49.171373
66317,Transport Canada,Car recalled by FIAT CHRYSLER AUTOMOBILES,Visual System,"Vehicles - Car, Vehicles - Light Truck & Van, Vehicles - SUV",2020-04-28,2023-11-14 03:12:49.171373
66494,Transport Canada,Minivan recalled by FIAT CHRYSLER AUTOMOBILES,Visual System,Vehicles - Minivan,2020-04-28,2023-11-14 03:12:49.171373
63500,Canadian Food Inspection Agency,,,Food,2020-04-27,2023-11-14 03:12:49.171373
63499,Canadian Food Inspection Agency,,Egg,Food,2020-04-24,2023-11-14 03:12:49.171373
68870,Transport Canada,Car recalled by MERCEDES-BENZ,Powertrain,Vehicles - Car,2020-04-24,2023-11-14 03:12:49.171373
66810,Transport Canada,Car recalled by MERCEDES-BENZ,Powertrain,Vehicles - Car,2020-04-24,2023-11-14 03:12:49.171373
67267,Transport Canada,Car recalled by MERCEDES-BENZ,Airbag,Vehicles - Car,2020-04-23,2023-11-14 03:12:49.171373
63255,Health Canada,,,Consumer product - Tools and accessories,2020-04-23,2023-11-14 03:12:49.171373
66346,Transport Canada,Car recalled by BMW,Seats And Restraints,"Vehicles - Car, Vehicles - SUV",2020-04-23,2023-11-14 03:12:49.171373
66335,Transport Canada,Car recalled by BMW,Powertrain,Vehicles - Car,2020-04-23,2023-11-14 03:12:49.171373
66829,Transport Canada,SUV recalled by FORD,Suspension,Vehicles - SUV,2020-04-23,2023-11-14 03:12:49.171373
63498,Canadian Food Inspection Agency,,,Food,2020-04-21,2023-11-14 03:12:49.171373
66383,Transport Canada,Light Truck & Van recalled by MERCEDES-BENZ,Structure,Vehicles - Light Truck & Van,2020-04-21,2023-11-14 03:12:49.171373
66384,Transport Canada,Light Truck & Van recalled by MERCEDES-BENZ,Steering,Vehicles - Light Truck & Van,2020-04-21,2023-11-14 03:12:49.171373
66301,Transport Canada,Heavy Trailer recalled by TREMCAR,Brakes,Vehicles - Heavy Trailer,2020-04-21,2023-11-14 03:12:49.171373
66308,Transport Canada,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Visual System,"Vehicles - Light Truck & Van, Vehicles - SUV",2020-04-21,2023-11-14 03:12:49.171373
66382,Transport Canada,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Electrical,Vehicles - School Bus,2020-04-20,2023-11-14 03:12:49.171373
66318,Transport Canada,Light Truck & Van recalled by FORD,Powertrain,Vehicles - Light Truck & Van,2020-04-20,2023-11-14 03:12:49.171373
66323,Transport Canada,Truck - Med. & H.D. recalled by LES MODIFICATIONS DE CAMIONS TARDIF & FILS INC.,Label,Vehicles - Truck - Med. & H.D.,2020-04-17,2023-11-14 03:12:49.171373
66316,Transport Canada,Motorcycle recalled by YAMAHA,Engine,Vehicles - Motorcycle,2020-04-16,2023-11-14 03:12:49.171373
63284,Health Canada,,Medical devices,Health product - Medical device,2020-04-15,2023-11-14 03:12:49.171373
63283,Health Canada,,Medical devices,Health product - Medical device,2020-04-15,2023-11-14 03:12:49.171373
63496,Canadian Food Inspection Agency,,Listeria,Food,2020-04-15,2023-11-14 03:12:49.171373
63282,Health Canada,,Medical devices,Health product - Medical device,2020-04-15,2023-11-14 03:12:49.171373
63281,Health Canada,,Medical devices,Health product - Medical device,2020-04-15,2023-11-14 03:12:49.171373
63280,Health Canada,,Medical devices,Health product - Medical device,2020-04-15,2023-11-14 03:12:49.171373
63279,Health Canada,,Medical devices,Health product - Medical device,2020-04-15,2023-11-14 03:12:49.171373
63276,Health Canada,,Medical devices,Health product - Medical device,2020-04-15,2023-11-14 03:12:49.171373
63278,Health Canada,,Medical devices,Health product - Medical device,2020-04-15,2023-11-14 03:12:49.171373
66896,Transport Canada,Truck - Med. & H.D. recalled by PACCAR,Visual System,Vehicles - Truck - Med. & H.D.,2020-04-15,2023-11-14 03:12:49.171373
63277,Health Canada,,Medical devices,Health product - Medical device,2020-04-15,2023-11-14 03:12:49.171373
66431,Transport Canada,Equipment recalled by ALTEC INDUSTRIES,Other,Vehicles - Equipment,2020-04-15,2023-11-14 03:12:49.171373
66402,Transport Canada,Light Truck & Van recalled by MERCEDES-BENZ,Engine,Vehicles - Light Truck & Van,2020-04-15,2023-11-14 03:12:49.171373
63285,Health Canada,,Medical devices,Health product - Medical device,2020-04-15,2023-11-14 03:12:49.171373
63257,Health Canada,,Chemical hazard,Consumer product - Chemicals,2020-04-14,2023-11-14 03:12:49.171373
63275,Health Canada,,"COVID, Product safety",Health product - Medical device,2020-04-14,2023-11-14 03:12:49.171373
63497,Canadian Food Inspection Agency,,"Sulphites, Milk",Food,2020-04-14,2023-11-14 03:12:49.171373
66444,Transport Canada,Car recalled by HYUNDAI,Label,Vehicles - Car,2020-04-14,2023-11-14 03:12:49.171373
63264,Health Canada,,,Consumer product - Tools and accessories,2020-04-09,2023-11-14 03:12:49.171373
63495,Canadian Food Inspection Agency,,Milk,Food,2020-04-09,2023-11-14 03:12:49.171373
63243,Health Canada,,,Consumer product - Household items,2020-04-08,2023-11-14 03:12:49.171373
63271,Health Canada,,"COVID, Medical devices",Health product - Medical device,2020-04-08,2023-11-14 03:12:49.171373
63272,Health Canada,,"COVID, Medical devices",Health product - Medical device,2020-04-08,2023-11-14 03:12:49.171373
63267,Health Canada,,Labelling and packaging,Consumer product - Cannabis,2020-04-06,2023-11-14 03:12:49.171373
66414,Transport Canada,Car recalled by MERCEDES-BENZ,Electrical,"Vehicles - Car, Vehicles - SUV",2020-04-06,2023-11-14 03:12:49.171373
63494,Canadian Food Inspection Agency,,Listeria,Food,2020-04-05,2023-11-14 03:12:49.171373
66332,Transport Canada,Car recalled by GENERAL MOTORS,Structure,Vehicles - Car,2020-04-03,2023-11-14 03:12:49.171373
66333,Transport Canada,SUV recalled by LAND ROVER,Structure,Vehicles - SUV,2020-04-03,2023-11-14 03:12:49.171373
66420,Transport Canada,SUV recalled by MAZDA,Lights And Instruments,Vehicles - SUV,2020-04-02,2023-11-14 03:12:49.171373
63268,Health Canada,,COVID,Health product - Drugs,2020-04-02,2023-11-14 03:12:49.171373
63274,Health Canada,,Product safety,Health product - Drugs,2020-04-02,2023-11-14 03:12:49.171373
63261,Health Canada,,,Consumer product - Toys and games,2020-04-02,2023-11-14 03:12:49.171373
63269,Health Canada,,Product safety,Health product - Natural health products,2020-03-31,2023-11-14 03:12:49.171373
63248,Health Canada,,COVID,"Health product - Natural health products, Health product - Medical device",2020-03-31,2023-11-14 03:12:49.171373
63263,Health Canada,,Product safety,Health product - Drugs,2020-03-31,2023-11-14 03:12:49.171373
63262,Health Canada,,,Health product - Drugs,2020-03-31,2023-11-14 03:12:49.171373
63266,Health Canada,,Product safety,Health product - Drugs,2020-03-30,2023-11-14 03:12:49.171373
63259,Health Canada,,COVID,Health product - Drugs,2020-03-30,2023-11-14 03:12:49.171373
66352,Transport Canada,Motorcycle recalled by BMW,Suspension,Vehicles - Motorcycle,2020-03-27,2023-11-14 03:12:49.171373
66372,Transport Canada,Truck - Med. & H.D. recalled by PACCAR,Brakes,Vehicles - Truck - Med. & H.D.,2020-03-27,2023-11-14 03:12:49.171373
63492,Canadian Food Inspection Agency,,"Egg, Milk",Food,2020-03-27,2023-11-14 03:12:49.171373
63493,Canadian Food Inspection Agency,,Milk,Food,2020-03-27,2023-11-14 03:12:49.171373
66393,Transport Canada,SUV recalled by BMW,Structure,Vehicles - SUV,2020-03-27,2023-11-14 03:12:49.171373
66363,Transport Canada,Minibike/ Moped /Scooter recalled by BMW,Lights And Instruments,"Vehicles - Minibike/ Moped /Scooter, Vehicles - Motorcycle",2020-03-27,2023-11-14 03:12:49.171373
66338,Transport Canada,SUV recalled by BENTLEY,Seats And Restraints,Vehicles - SUV,2020-03-27,2023-11-14 03:12:49.171373
66390,Transport Canada,Truck - Med. & H.D. recalled by FORD,Powertrain,Vehicles - Truck - Med. & H.D.,2020-03-27,2023-11-14 03:12:49.171373
63258,Health Canada,,COVID,"Health product - Natural health products, Health product - Medical device",2020-03-27,2023-11-14 03:12:49.171373
63256,Health Canada,,,Consumer product - Household items,2020-03-27,2023-11-14 03:12:49.171373
63489,Canadian Food Inspection Agency,,Listeria,Food,2020-03-26,2023-11-14 03:12:49.171373
63253,Health Canada,,,Consumer product - Chemicals,2020-03-25,2023-11-14 03:12:49.171373
66369,Transport Canada,Car recalled by VOLKSWAGEN,Brakes,Vehicles - Car,2020-03-25,2023-11-14 03:12:49.171373
66337,Transport Canada,Motorhome recalled by THOR MOTOR COACH,Powertrain,Vehicles - Motorhome,2020-03-25,2023-11-14 03:12:49.171373
66359,Transport Canada,Car recalled by VOLKSWAGEN,Steering,Vehicles - Car,2020-03-25,2023-11-14 03:12:49.171373
66344,Transport Canada,Heavy Trailer recalled by MARCA TRAILER,Structure,Vehicles - Heavy Trailer,2020-03-25,2023-11-14 03:12:49.171373
63488,Canadian Food Inspection Agency,,Listeria,Food,2020-03-24,2023-11-14 03:12:49.171373
63250,Health Canada,,,Consumer product,2020-03-23,2023-11-14 03:12:49.171373
